"Date","Price","Open","High","Low","Vol.","Change %"
"05/02/2022","17.5790","17.6720","18.0590","16.9170","257.22K","-0.53%"
"05/01/2022","17.6720","16.7290","17.8040","16.4280","246.74K","5.55%"
"04/30/2022","16.7420","17.9330","18.6000","16.4910","379.20K","-6.60%"
"04/29/2022","17.9250","18.8290","19.0420","17.6170","242.78K","-4.82%"
"04/28/2022","18.8330","19.0400","19.3520","18.6520","163.88K","-1.09%"
"04/27/2022","19.0400","18.5670","19.1810","18.3850","178.82K","2.54%"
"04/26/2022","18.5680","20.0340","20.4490","18.2650","265.78K","-7.31%"
"04/25/2022","20.0320","20.2000","20.2600","18.7260","301.29K","-0.83%"
"04/24/2022","20.2000","20.9120","21.0740","20.1650","121.80K","-3.40%"
"04/23/2022","20.9120","21.1000","21.4390","20.6830","141.47K","-0.89%"
"04/22/2022","21.1000","20.8280","21.3790","20.7190","234.81K","1.31%"
"04/21/2022","20.8280","21.5170","22.6070","20.4470","295.58K","-3.20%"
"04/20/2022","21.5170","22.0970","22.1830","21.1740","201.80K","-2.66%"
"04/19/2022","22.1060","21.3000","22.1300","21.0640","174.31K","3.81%"
"04/18/2022","21.2950","20.4860","21.4370","19.7650","253.51K","3.92%"
"04/17/2022","20.4910","21.5750","22.0270","20.3820","202.89K","-5.02%"
"04/16/2022","21.5750","21.0920","21.8000","20.9980","230.44K","2.26%"
"04/15/2022","21.0990","20.6140","21.3290","20.4820","192.06K","2.35%"
"04/14/2022","20.6140","21.2850","21.5380","20.2250","187.85K","-3.15%"
"04/13/2022","21.2850","20.3930","21.3480","20.1390","267.58K","4.37%"
"04/12/2022","20.3930","19.6980","20.7360","19.5410","254.74K","3.63%"
"04/11/2022","19.6790","21.5850","21.7770","19.2620","408.09K","-8.83%"
"04/10/2022","21.5850","22.5440","22.7720","21.5430","157.40K","-4.25%"
"04/09/2022","22.5440","21.8410","22.5660","21.8350","155.20K","3.22%"
"04/08/2022","21.8410","23.2820","23.4980","21.6300","277.29K","-6.19%"
"04/07/2022","23.2820","22.4450","23.4280","22.1910","289.67K","3.63%"
"04/06/2022","22.4660","25.7390","25.7390","22.3860","489.80K","-12.73%"
"04/05/2022","25.7440","27.1760","27.4140","25.6950","209.79K","-5.26%"
"04/04/2022","27.1740","27.9930","28.0310","26.1120","287.54K","-2.93%"
"04/03/2022","27.9930","27.5500","28.5460","26.8360","211.96K","1.66%"
"04/02/2022","27.5360","28.0440","28.8060","27.3520","351.44K","-1.81%"
"04/01/2022","28.0440","26.9110","28.2110","25.5710","470.24K","4.27%"
"03/31/2022","26.8950","28.3570","29.6500","26.5470","652.08K","-5.07%"
"03/30/2022","28.3310","26.8420","29.3500","25.9070","805.12K","5.43%"
"03/29/2022","26.8730","25.3580","29.1390","25.3100","971.54K","5.94%"
"03/28/2022","25.3670","26.0620","26.9800","25.0610","423.18K","-2.67%"
"03/27/2022","26.0620","24.7570","26.2950","23.9780","542.47K","5.27%"
"03/26/2022","24.7580","24.1430","24.7690","24.0230","236.33K","2.55%"
"03/25/2022","24.1430","24.4020","25.2720","23.5080","391.16K","-1.06%"
"03/24/2022","24.4020","24.3370","24.4900","23.5340","369.82K","0.27%"
"03/23/2022","24.3370","23.8670","25.0420","23.8480","560.00K","2.02%"
"03/22/2022","23.8540","22.5830","24.0350","22.4980","481.59K","5.60%"
"03/21/2022","22.5890","22.7120","23.1710","21.8810","438.29K","-0.45%"
"03/20/2022","22.6920","22.0530","23.7670","21.8760","778.14K","2.90%"
"03/19/2022","22.0530","21.0610","22.2030","21.0610","223.65K","4.68%"
"03/18/2022","21.0680","20.6670","21.1150","20.0340","192.68K","1.93%"
"03/17/2022","20.6690","20.6780","21.1380","20.4700","237.51K","0.22%"
"03/16/2022","20.6230","19.4920","20.7150","19.2960","337.53K","5.80%"
"03/15/2022","19.4920","19.5710","19.6820","18.7780","208.40K","-0.44%"
"03/14/2022","19.5780","19.0340","19.6180","18.7720","233.32K","3.00%"
"03/13/2022","19.0070","20.0250","20.3710","18.9320","194.25K","-5.08%"
"03/12/2022","20.0250","20.0360","20.5310","19.9870","164.93K","-0.04%"
"03/11/2022","20.0330","20.6760","21.1950","19.9470","410.71K","-3.15%"
"03/10/2022","20.6840","21.2820","21.4480","19.6890","425.53K","-2.81%"
"03/09/2022","21.2820","20.5000","21.8000","20.4940","359.26K","3.78%"
"03/08/2022","20.5070","20.3070","20.7960","20.0790","256.92K","0.98%"
"03/07/2022","20.3070","20.4800","21.0600","19.5000","291.80K","-0.87%"
"03/06/2022","20.4850","21.7550","21.8970","20.3700","219.57K","-5.79%"
"03/05/2022","21.7450","21.5350","21.9420","20.6850","220.56K","0.98%"
"03/04/2022","21.5350","23.6360","23.6360","21.1170","375.72K","-8.89%"
"03/03/2022","23.6360","23.9610","25.3710","22.9660","585.04K","-1.36%"
"03/02/2022","23.9610","24.2070","24.6270","23.2930","467.70K","-1.03%"
"03/01/2022","24.2110","23.0480","25.1940","23.0380","936.06K","4.92%"
"02/28/2022","23.0760","19.9030","23.1440","19.5170","680.44K","15.93%"
"02/27/2022","19.9050","20.9670","21.1830","19.4500","424.82K","-6.82%"
"02/25/2022","21.3620","21.3120","21.4940","20.7860","1.20M","0.30%"
"02/24/2022","21.2990","19.5080","21.4350","17.0030","1.22M","9.16%"
"02/23/2022","19.5120","20.6040","21.0550","19.3590","590.79K","-5.27%"
"02/22/2022","20.5980","20.1670","20.7830","19.2710","665.63K","2.44%"
"02/21/2022","20.1070","23.0760","24.1520","19.9480","985.21K","-12.95%"
"02/20/2022","23.0970","25.0040","26.2470","22.6540","808.69K","-7.62%"
"02/19/2022","25.0010","26.2070","27.3490","24.4800","1.00M","-4.71%"
"02/18/2022","26.2370","23.6490","27.1010","23.4170","1.83M","10.96%"
"02/17/2022","23.6460","25.7130","25.8680","23.3090","734.73K","-8.01%"
"02/16/2022","25.7050","22.6560","26.0860","22.4050","1.22M","13.46%"
