"Date","Price","Open","High","Low","Vol.","Change %"
"04/27/2022","2.2530","2.1840","2.2790","2.1600","12.62M","3.11%"
"04/26/2022","2.1850","2.3780","2.4420","2.1520","19.04M","-8.08%"
"04/25/2022","2.3770","2.3500","2.3950","2.2180","18.51M","1.15%"
"04/24/2022","2.3500","2.4040","2.4470","2.3450","10.52M","-2.25%"
"04/23/2022","2.4040","2.4590","2.4880","2.3840","11.30M","-2.12%"
"04/22/2022","2.4560","2.5080","2.5530","2.4480","18.59M","-2.00%"
"04/21/2022","2.5060","2.7630","2.8500","2.4560","37.32M","-9.30%"
"04/20/2022","2.7630","2.6450","2.8720","2.5280","55.22M","4.42%"
"04/19/2022","2.6460","2.4440","2.6790","2.4190","25.74M","8.27%"
"04/18/2022","2.4440","2.4180","2.4590","2.3090","24.35M","1.12%"
"04/17/2022","2.4170","2.6080","2.6680","2.3940","28.51M","-7.32%"
"04/16/2022","2.6080","2.4230","2.6360","2.4050","21.08M","7.50%"
"04/15/2022","2.4260","2.3070","2.4390","2.2940","15.39M","5.16%"
"04/14/2022","2.3070","2.3600","2.3700","2.2430","12.36M","-2.20%"
"04/13/2022","2.3590","2.2440","2.3620","2.2110","12.94M","5.27%"
"04/12/2022","2.2410","2.1660","2.2500","2.1560","13.05M","3.65%"
"04/11/2022","2.1620","2.3580","2.3800","2.1230","17.83M","-8.62%"
"04/10/2022","2.3660","2.4190","2.4820","2.3570","9.98M","-2.11%"
"04/09/2022","2.4170","2.3800","2.4440","2.3620","9.71M","1.51%"
"04/08/2022","2.3810","2.5030","2.5220","2.3500","18.13M","-4.99%"
"04/07/2022","2.5060","2.4360","2.5350","2.3910","15.54M","3.21%"
"04/06/2022","2.4280","2.7510","2.7570","2.4180","22.88M","-11.77%"
"04/05/2022","2.7520","2.8900","2.9120","2.7450","14.93M","-4.84%"
"04/04/2022","2.8920","2.8390","2.9370","2.7210","28.51M","1.83%"
"04/03/2022","2.8400","2.7880","2.8630","2.7260","11.00M","1.94%"
"04/02/2022","2.7860","2.8340","2.9340","2.7760","14.64M","-1.80%"
"04/01/2022","2.8370","2.8440","2.8630","2.6750","21.51M","0.32%"
"03/31/2022","2.8280","2.9300","3.0160","2.7520","23.57M","-3.74%"
"03/30/2022","2.9380","2.8930","3.0570","2.8100","22.11M","1.42%"
"03/29/2022","2.8970","2.8370","2.9670","2.7830","27.29M","1.58%"
"03/28/2022","2.8520","2.6690","3.1590","2.6450","74.66M","6.82%"
"03/27/2022","2.6700","2.5140","2.6720","2.4900","14.51M","6.25%"
"03/26/2022","2.5130","2.5060","2.5150","2.4620","7.80M","0.24%"
"03/25/2022","2.5070","2.5420","2.5740","2.4330","17.14M","-1.30%"
"03/24/2022","2.5400","2.4990","2.6200","2.4400","16.75M","1.60%"
"03/23/2022","2.5000","2.5470","2.5860","2.4470","23.31M","-1.92%"
"03/22/2022","2.5490","2.3480","2.5710","2.3480","42.90M","8.56%"
"03/21/2022","2.3480","2.2150","2.4410","2.1500","27.91M","6.05%"
"03/20/2022","2.2140","2.2170","2.2760","2.1570","13.10M","-0.18%"
"03/19/2022","2.2180","2.1290","2.2240","2.1290","9.95M","4.18%"
