"Date","Price","Open","High","Low","Vol.","Change %"
"12/30/2021","27.560","26.812","28.380","26.230","8.40M","2.83%"
"12/29/2021","26.801","27.838","28.950","26.567","10.19M","-3.67%"
"12/28/2021","27.821","30.941","30.949","27.469","16.54M","-10.08%"
"12/27/2021","30.941","31.350","32.762","30.879","9.29M","-1.19%"
"12/26/2021","31.312","28.843","31.732","28.303","9.95M","8.47%"
"12/25/2021","28.867","28.130","29.101","27.970","4.43M","2.70%"
"12/24/2021","28.107","29.141","29.630","27.871","19.74M","-3.51%"
"12/23/2021","29.130","27.216","29.761","26.760","11.47M","7.02%"
"12/22/2021","27.220","25.188","28.201","25.005","11.47M","8.10%"
"12/21/2021","25.180","24.063","25.590","23.750","47.08M","4.70%"
"12/20/2021","24.051","24.801","24.990","23.297","7.76M","-2.95%"
"12/19/2021","24.781","25.516","25.840","24.670","6.04M","-2.75%"
"12/18/2021","25.482","24.700","25.710","24.243","7.94M","3.35%"
"12/17/2021","24.655","26.041","26.200","24.258","11.61M","-5.28%"
"12/16/2021","26.031","27.151","27.810","25.801","15.28M","-4.03%"
"12/15/2021","27.123","26.212","28.002","24.336","15.17M","3.60%"
"12/14/2021","26.182","25.962","26.670","25.016","11.01M","0.71%"
"12/13/2021","25.996","29.551","29.810","25.597","11.70M","-12.18%"
"12/12/2021","29.600","27.800","30.020","27.355","6.27M","6.87%"
"12/11/2021","27.696","26.372","28.150","25.836","8.66M","4.96%"
"12/10/2021","26.388","26.953","28.416","25.716","12.70M","-1.95%"
"12/09/2021","26.913","29.804","30.148","26.809","10.01M","-9.70%"
"12/08/2021","29.804","30.523","30.636","28.033","10.95M","-2.29%"
"12/07/2021","30.502","28.210","31.403","27.700","14.11M","8.18%"
"12/06/2021","28.194","28.330","28.912","24.861","17.29M","-0.48%"
"12/05/2021","28.330","29.421","29.720","26.416","1.02M","-3.83%"
"12/04/2021","29.457","33.696","33.840","26.793","26.79M","-12.58%"
"12/03/2021","33.696","35.748","36.799","32.704","10.08M","-5.82%"
"12/02/2021","35.778","36.766","36.801","35.071","6.11M","-2.70%"
"12/01/2021","36.770","37.942","38.770","36.281","7.39M","-2.94%"
"11/30/2021","37.885","37.144","39.321","35.431","10.65M","2.08%"
"11/29/2021","37.114","35.807","37.530","35.452","8.47M","3.70%"
"11/28/2021","35.791","35.179","35.811","32.233","11.34M","1.77%"
"11/27/2021","35.170","34.593","35.921","34.457","7.24M","2.09%"
"11/26/2021","34.449","39.480","39.610","33.730","18.18M","-12.64%"
"11/25/2021","39.431","38.294","40.911","38.081","7.82M","2.91%"
"11/24/2021","38.317","40.789","40.900","38.070","539.28K","-6.04%"
"11/23/2021","40.781","39.508","41.451","38.610","7.46M","3.31%"
"11/22/2021","39.474","41.992","42.120","38.831","9.36M","-6.25%"
"11/21/2021","42.107","42.079","43.562","40.651","7.08M","0.09%"
"11/20/2021","42.071","41.224","42.089","39.891","6.20M","2.05%"
"11/19/2021","41.224","39.038","42.277","38.420","9.82M","5.65%"
"11/18/2021","39.021","42.784","43.270","37.621","15.60M","-8.80%"
"11/17/2021","42.784","40.870","42.784","38.870","1.31M","4.75%"
"11/16/2021","40.842","44.778","44.778","38.185","21.45M","-8.75%"
"11/15/2021","44.761","46.416","47.451","44.539","7.00M","-3.45%"
"11/14/2021","46.361","47.083","47.770","45.040","9.56M","-1.57%"
"11/13/2021","47.099","45.915","47.529","44.890","6.41M","2.63%"
"11/12/2021","45.891","47.500","47.710","44.061","22.32M","-3.46%"
"11/11/2021","47.537","46.860","49.421","45.600","56.63M","1.44%"
"11/10/2021","46.864","50.738","52.049","42.170","1.72M","-7.63%"
"11/09/2021","50.738","53.380","53.403","50.577","762.20K","-4.87%"
"11/08/2021","53.337","52.187","53.850","51.660","8.99M","2.22%"
"11/07/2021","52.181","52.033","53.499","51.416","7.65M","0.40%"
"11/06/2021","51.974","51.835","52.381","49.002","8.73M","0.44%"
"11/05/2021","51.749","53.846","53.929","50.614","9.61M","-3.90%"
"11/04/2021","53.846","53.347","55.000","52.190","15.11M","1.01%"
"11/03/2021","53.306","51.640","54.519","49.169","18.32M","3.39%"
"11/02/2021","51.557","50.036","53.364","48.120","21.11M","3.05%"
"11/01/2021","50.030","42.804","51.502","41.741","25.65M","17.08%"
"10/31/2021","42.731","42.723","43.350","41.054","6.76M","0.08%"
"10/30/2021","42.696","44.166","44.357","42.131","42.39M","-3.14%"
"10/29/2021","44.083","41.839","44.440","41.631","9.62M","5.55%"
"10/28/2021","41.763","40.469","43.095","39.900","12.28M","3.39%"
"10/27/2021","40.393","44.800","45.738","40.030","19.01M","-9.98%"
"10/26/2021","44.871","44.550","46.000","43.429","10.31M","0.72%"
