,Date,price_BNB_USD,price_BTC_USD,price_Dogecoin,price_Ethereum,price_Litecoin,price_NEO_USD,price_NXT_USD,price_PPC_USD,price_Stellar,price_Tether,price_TRX_USD,price_XEM_USD,price_XRP
385,2021-10-29,492.1,"60,598.0",0.299655,"4,284.90",190.319,41.266,0.018681,0.757521,0.34257,1.0003,0.0953,0.16269,1.05806
386,2021-10-28,448.9,"58,453.0",0.237934,"3,921.54",179.742,39.045,0.018215,0.793372,0.33037,1.0006,0.0907,0.1536,0.99358
387,2021-10-27,478.2,"60,289.0",0.255746,"4,130.06",197.549,44.233,0.018849,0.814503,0.37305,0.9997,0.10113,0.1723,1.10671
388,2021-10-26,484.9,"63,100.0",0.264835,"4,219.92",195.43,44.393,0.019529,0.7888,0.3877,1.0,0.10074,0.17309,1.09527
389,2021-10-25,475.7,"60,847.0",0.275687,"4,082.68",190.441,43.716,0.01908,0.7888,0.37224,0.9998,0.09919,0.17106,1.08231
390,2021-10-24,485.6,"61,302.0",0.251133,"4,168.80",196.35,44.612,0.018987,0.840108,0.37795,1.0,0.10067,0.17505,1.09354
391,2021-10-23,479.2,"60,708.0",0.244516,"3,970.94",191.02,44.345,0.018919,0.989999,0.37213,0.9998,0.09983,0.17371,1.08903
392,2021-10-22,470.9,"62,200.0",0.242357,"4,053.89",196.79,44.919,0.019504,0.85,0.37307,1.0,0.09955,0.17249,1.08836
393,2021-10-21,501.3,"65,988.0",0.254771,"4,160.51",207.429,45.386,0.021246,0.988113,0.39186,1.0002,0.10322,0.17316,1.1438
394,2021-10-20,488.1,"64,263.0",0.245483,"3,876.76",188.75,42.782,0.019482,0.898803,0.37406,1.0001,0.10055,0.16689,1.09105
395,2021-10-19,484.9,"62,034.0",0.24721,"3,745.46",185.541,42.872,0.020006,0.898803,0.37948,0.9999,0.09813,0.16758,1.0831
396,2021-10-18,470.9,"61,504.0",0.237698,"3,848.64",183.731,43.101,0.019619,0.93926,0.38272,1.0,0.09874,0.16684,1.09294
397,2021-10-17,465.8,"60,867.5",0.237287,"3,827.55",185.77,44.237,0.018897,0.932956,0.39665,1.0,0.09868,0.17147,1.134
398,2021-10-16,474.8,"61,680.0",0.234024,"3,869.05",189.717,44.491,0.019504,0.908812,0.36158,0.9999,0.09863,0.17214,1.14136
399,2021-10-15,472.7,"57,354.0",0.23252,"3,790.34",181.115,44.83,0.018677,0.88148,0.36938,1.0001,0.09729,0.17739,1.13324
400,2021-10-14,471.0,"57,381.0",0.232552,"3,607.36",177.53,44.74,0.018737,0.862024,0.36797,1.0001,0.09796,0.17536,1.12775
401,2021-10-13,443.9,"55,967.0",0.226045,"3,491.08",172.699,44.193,0.018414,0.859975,0.33259,0.9999,0.09547,0.17244,1.10073
402,2021-10-12,413.0,"57,468.0",0.231331,"3,541.49",179.142,45.042,0.018676,0.907261,0.34461,1.0002,0.09709,0.17835,1.13769
403,2021-10-11,403.7,"54,701.0",0.228816,"3,414.93",174.84,45.154,0.01793,0.888164,0.33125,1.0001,0.09737,0.17312,1.13554
404,2021-10-10,422.2,"54,978.0",0.246621,"3,574.52",179.82,48.702,0.018457,0.922105,0.35317,1.0003,0.10307,0.18192,1.16036
405,2021-10-09,419.7,"53,925.0",0.243542,"3,559.96",175.741,46.665,0.017652,0.895669,0.33617,1.0002,0.09775,0.17863,1.0624
406,2021-10-08,438.2,"53,793.0",0.242807,"3,586.91",178.46,45.975,0.018535,0.836136,0.34364,1.0003,0.09548,0.17343,1.06764
407,2021-10-07,435.0,"55,331.0",0.254209,"3,575.43",178.43,46.177,0.018487,0.877714,0.3571,1.0004,0.09548,0.17106,1.07623
408,2021-10-06,442.1,"51,508.0",0.251927,"3,515.35",173.741,46.575,0.016904,0.828992,0.31916,1.0006,0.09621,0.17033,1.08399
409,2021-10-05,426.4,"49,232.0",0.241348,"3,383.32",167.46,42.95,0.016025,0.75798,0.31002,1.0004,0.09352,0.15838,1.04172
410,2021-10-04,430.5,"48,243.0",0.221724,"3,417.26",170.549,44.392,0.015662,0.747534,0.31483,1.0005,0.09494,0.16213,1.05505
411,2021-10-03,427.0,"47,675.0",0.218545,"3,388.83",169.05,42.237,0.015561,0.767247,0.31656,1.0004,0.09343,0.15933,1.0362
412,2021-10-02,420.6,"48,151.0",0.222846,"3,309.14",166.141,42.237,0.01567,0.774652,0.30035,1.0003,0.09483,0.15929,1.04213
413,2021-10-01,387.9,"43,830.0",0.204248,"2,999.86",153.33,39.094,0.014732,0.708807,0.27874,1.0002,0.08946,0.14673,0.95324
414,2021-09-30,367.6,"41,551.0",0.198714,"2,851.06",144.831,36.947,0.014005,0.647648,0.26968,1.0,0.08582,0.13795,0.92671
415,2021-09-29,332.9,"41,064.0",0.196724,"2,807.15",140.619,35.806,0.014064,0.65419,0.25664,1.0002,0.08304,0.13449,0.8931
416,2021-09-28,335.2,"42,191.0",0.199669,"2,926.04",145.03,37.363,0.014242,0.679717,0.26498,1.0004,0.08602,0.14102,0.92192
417,2021-09-27,343.8,"43,220.5",0.204927,"3,061.86",150.849,38.598,0.014348,0.694355,0.27623,1.0009,0.0876,0.14651,0.94408
418,2021-09-26,349.5,"42,711.0",0.208383,"2,922.47",150.85,38.996,0.014514,0.674017,0.27701,1.0013,0.09055,0.14756,0.94014
419,2021-09-25,355.0,"42,854.0",0.209143,"2,928.59",152.061,39.706,0.015038,0.66425,0.28109,1.0017,0.09228,0.1489,0.94405
420,2021-09-24,383.5,"44,882.0",0.224664,"3,152.92",163.84,43.885,0.015691,0.714905,0.30294,1.0007,0.09919,0.16267,1.00141
421,2021-09-23,378.8,"43,582.6",0.224445,"3,077.80",161.46,42.973,0.015245,0.716254,0.29258,1.0005,0.09875,0.15836,1.00368
422,2021-09-22,344.7,"40,632.5",0.200667,"2,764.71",148.448,37.461,0.015087,0.682159,0.2659,1.0002,0.08825,0.14221,0.87353
423,2021-09-21,364.2,"43,002.0",0.208631,"2,976.70",156.99,41.538,0.016281,0.75,0.28215,0.9999,0.09143,0.15408,0.92114
424,2021-09-20,408.9,"47,239.0",0.233002,"3,328.49",175.6,48.095,0.018477,0.762101,0.3134,1.0003,0.10369,0.17884,1.04818
425,2021-09-19,410.5,"48,309.0",0.241403,"3,435.92",181.341,49.632,0.018534,0.762101,0.32197,1.0002,0.10587,0.18366,1.07556
426,2021-09-18,407.0,"47,296.0",0.239885,"3,398.55",179.79,48.793,0.018244,0.870812,0.31934,1.0002,0.10554,0.18246,1.06601
427,2021-09-17,424.7,"47,786.0",0.241995,"3,569.92",185.249,50.582,0.017967,0.942943,0.33077,1.0003,0.11593,0.19034,1.09031
428,2021-09-16,431.4,"48,136.0",0.247445,"3,612.23",189.06,52.755,0.018248,0.942943,0.34081,1.0004,0.12069,0.18889,1.12067
429,2021-09-15,414.4,"47,078.0",0.240505,"3,430.36",183.046,51.799,0.018009,0.942943,0.33141,1.0003,0.11777,0.18347,1.09612
430,2021-09-14,399.1,"44,960.0",0.235832,"3,284.65",179.269,48.425,0.017238,0.854617,0.31866,1.0003,0.1046,0.17789,1.06421
431,2021-09-13,416.3,"46,069.0",0.250399,"3,408.17",183.239,51.552,0.018634,0.852072,0.33238,1.0001,0.11237,0.18619,1.11875
432,2021-09-12,404.5,"45,169.0",0.241023,"3,267.33",178.53,49.035,0.017912,0.93172,0.32503,1.0003,0.09546,0.18104,1.07884
433,2021-09-11,401.6,"44,852.0",0.239602,"3,209.37",174.051,48.093,0.018281,0.87478,0.31673,1.0002,0.09078,0.17794,1.05527
434,2021-09-10,421.3,"46,389.0",0.25252,"3,423.87",180.3,50.633,0.017962,0.87478,0.33171,1.0003,0.09285,0.191,1.08676
435,2021-09-09,415.2,"46,088.0",0.256605,"3,498.92",179.673,49.122,0.018134,0.92,0.32964,1.0003,0.09279,0.18652,1.09918
436,2021-09-08,418.7,"46,778.0",0.254684,"3,424.35",177.948,49.857,0.019567,0.887991,0.33385,1.0004,0.08549,0.18992,1.1254
437,2021-09-07,496.1,"52,676.0",0.309001,"3,926.84",219.402,63.688,0.020162,0.996686,0.42379,1.0004,0.10381,0.23689,1.38978
438,2021-09-06,505.2,"51,762.0",0.314424,"3,950.20",231.53,65.79,0.021122,1.042169,0.39778,1.0003,0.10517,0.24302,1.30608
439,2021-09-05,497.2,"49,899.0",0.299221,"3,885.40",212.02,57.982,0.018575,1.034231,0.36978,1.0003,0.10153,0.21688,1.25486
440,2021-09-04,487.9,"50,000.0",0.296054,"3,938.45",212.763,57.307,0.017739,1.004083,0.36873,1.0002,0.10158,0.20753,1.29048
441,2021-09-03,483.6,"49,291.0",0.294805,"3,785.85",183.372,55.408,0.01868,0.94473,0.35928,1.0003,0.09952,0.20284,1.25308
442,2021-09-02,489.0,"48,844.0",0.294313,"3,826.90",180.841,55.191,0.018557,0.944451,0.35353,1.0002,0.09501,0.20122,1.23636
443,2021-09-01,463.1,"47,157.0",0.27823,"3,429.65",171.539,52.123,0.018059,0.93975,0.33889,1.0003,0.08868,0.19244,1.18597
444,2021-08-31,459.3,"47,008.0",0.271952,"3,228.23",167.349,51.567,0.018245,0.93917,0.32985,1.0004,0.08614,0.18847,1.10039
445,2021-08-30,479.4,"48,800.0",0.266995,"3,222.43",174.352,54.453,0.018642,0.958944,0.34318,1.0007,0.08846,0.19425,1.14022
446,2021-08-29,486.3,"48,914.0",0.271743,"3,243.96",175.48,54.554,0.018444,0.977645,0.34761,1.0006,0.08834,0.1952,1.14489
447,2021-08-28,494.6,"49,076.1",0.289669,"3,273.78",176.13,55.514,0.018653,1.043507,0.35733,1.0006,0.08828,0.19986,1.19129
448,2021-08-27,478.2,"46,832.0",0.263296,"3,093.78",167.61,51.373,0.018609,1.038798,0.33506,1.0003,0.0831,0.19059,1.07137
449,2021-08-26,503.11,"48,989.0",0.286751,"3,228.03",177.82,56.352,0.0192,1.061381,0.35897,1.0003,0.08755,0.20811,1.17415
450,2021-08-25,471.42,"47,714.0",0.284455,"3,172.12",173.511,55.587,0.019384,1.037058,0.35055,1.0003,0.0846,0.19978,1.13631
451,2021-08-24,498.63,"49,539.0",0.312884,"3,322.60",186.96,60.743,0.019715,1.102542,0.37873,1.0003,0.08983,0.21392,1.2463
452,2021-08-23,448.43,"49,264.0",0.308261,"3,238.41",185.911,55.476,0.019445,1.152617,0.37244,1.0006,0.08794,0.20447,1.22577
453,2021-08-22,448.62,"48,868.0",0.298475,"3,224.17",179.697,55.355,0.019438,1.1,0.3717,1.0006,0.08802,0.20532,1.21654
454,2021-08-21,454.9,"49,332.0",0.313895,"3,285.12",183.549,56.523,0.019856,1.099477,0.385,1.0004,0.09062,0.20792,1.26316
455,2021-08-20,431.11,"46,765.0",0.316022,"3,184.83",175.68,54.353,0.018746,1.061315,0.36719,1.0003,0.08839,0.20096,1.23482
456,2021-08-19,397.21,"44,744.0",0.297627,"3,016.92",166.701,51.654,0.018337,1.025928,0.34191,1.0003,0.08454,0.19083,1.14435
457,2021-08-18,401.58,"44,698.0",0.293421,"3,012.62",168.775,51.862,0.01911,1.049337,0.34144,1.0002,0.08509,0.19602,1.09869
458,2021-08-17,415.57,"45,940.0",0.305608,"3,147.67",178.025,56.313,0.018849,1.14846,0.37169,1.0003,0.08926,0.21403,1.18577
459,2021-08-16,414.67,"47,031.0",0.337881,"3,307.96",184.621,58.921,0.019447,1.11,0.39096,1.0007,0.09295,0.21783,1.28414
460,2021-08-15,409.13,"47,084.0",0.291388,"3,264.56",182.791,55.78,0.019221,1.11,0.39504,1.0005,0.09271,0.2129,1.28017
461,2021-08-14,410.82,"47,842.0",0.282953,"3,322.25",183.27,55.452,0.019143,1.11,0.36005,1.0003,0.08957,0.20315,1.09002
462,2021-08-13,385.94,"44,423.0",0.252975,"3,043.20",165.352,48.646,0.018403,1.036086,0.32864,1.0004,0.0842,0.18782,0.96602
463,2021-08-12,390.8,"45,546.0",0.262339,"3,160.17",170.736,48.676,0.016568,1.10116,0.33753,1.0,0.08338,0.19568,1.01229
464,2021-08-11,371.81,"45,612.0",0.243086,"3,140.86",165.314,46.682,0.015848,1.030588,0.31007,1.0002,0.07463,0.18822,0.85131
465,2021-08-10,354.31,"46,291.0",0.253068,"3,162.81",166.401,46.525,0.015779,0.985694,0.29852,1.0003,0.07392,0.18295,0.81707
466,2021-08-09,342.1,"43,770.0",0.239304,"3,011.88",149.672,45.189,0.014694,0.961461,0.2871,1.0001,0.07194,0.17529,0.77911
467,2021-08-08,356.41,"44,589.0",0.261231,"3,158.30",155.98,46.943,0.015088,1.0,0.30749,1.0002,0.07527,0.18604,0.81666
468,2021-08-07,342.32,"42,830.0",0.203419,"2,889.58",147.883,44.479,0.014122,0.977726,0.28457,1.0004,0.07198,0.17271,0.74711
469,2021-08-06,337.94,"40,887.0",0.199778,"2,827.23",143.514,43.887,0.014548,0.9002,0.28024,1.0004,0.07017,0.16854,0.73306
470,2021-08-05,334.99,"39,741.0",0.200273,"2,725.28",142.559,43.65,0.013942,0.853705,0.28053,1.0001,0.06736,0.16576,0.73073
471,2021-08-04,323.42,"38,219.0",0.195401,"2,506.50",138.364,41.484,0.013565,0.853705,0.27427,1.0005,0.06402,0.16229,0.71325
472,2021-08-03,330.4,"39,156.0",0.20259,"2,608.01",141.39,43.383,0.014135,0.872006,0.27432,1.0003,0.06463,0.16975,0.7385
473,2021-08-02,332.55,"39,922.0",0.203568,"2,556.07",140.351,42.116,0.014819,0.94,0.27517,1.0006,0.06321,0.16953,0.72413
474,2021-08-01,332.38,"41,409.0",0.206723,"2,530.94",144.093,45.842,0.015404,0.94,0.28474,0.9997,0.06399,0.17542,0.74443
475,2021-07-31,323.34,"42,169.0",0.207999,"2,461.08",145.556,41.661,0.013031,0.856023,0.27955,1.0004,0.06328,0.17347,0.75206
476,2021-07-30,317.06,"40,034.4",0.202094,"2,380.59",141.29,35.252,0.012666,0.897606,0.27235,1.0002,0.06187,0.16786,0.74829
477,2021-07-29,313.63,"40,004.0",0.205102,"2,299.46",140.257,34.586,0.012591,0.897606,0.26959,1.0003,0.06064,0.16013,0.73316
478,2021-07-28,313.24,"39,563.0",0.204922,"2,300.21",134.747,34.031,0.012605,0.943192,0.26315,1.0004,0.06017,0.15953,0.64548
479,2021-07-27,303.84,"37,296.0",0.203548,"2,230.24",131.112,32.443,0.012323,1.011176,0.26044,1.0004,0.05842,0.15149,0.62379
480,2021-07-26,302.88,"35,422.0",0.197623,"2,189.74",127.709,30.766,0.011955,0.855882,0.26163,1.0008,0.05789,0.14877,0.60685
481,2021-07-25,302.55,"34,620.0",0.189225,"2,166.98",125.886,31.032,0.011416,0.855882,0.26206,1.0013,0.05703,0.14542,0.60496
482,2021-07-24,299.86,"33,597.1",0.194342,"2,124.00",124.153,29.582,0.01171,0.78,0.26921,1.0004,0.05602,0.14403,0.60909
483,2021-07-23,293.28,"32,320.0",0.190824,"2,024.51",120.718,28.93,0.011117,0.78,0.26344,1.0003,0.0552,0.14352,0.59191
484,2021-07-22,293.21,"32,141.0",0.190294,"1,994.61",117.689,27.923,0.011135,0.797647,0.22814,1.0003,0.05387,0.13849,0.5714
485,2021-07-21,264.41,"29,806.1",0.169995,"1,786.18",107.252,25.868,0.010349,0.72,0.21199,1.0005,0.05044,0.12927,0.52863
486,2021-07-20,280.07,"30,847.0",0.172386,"1,818.07",113.102,27.71,0.011052,0.79,0.21109,1.0004,0.05345,0.13005,0.55711
487,2021-07-19,302.01,"31,824.0",0.179217,"1,891.43",119.163,29.724,0.011322,0.8,0.22979,1.0009,0.05592,0.14243,0.58674
488,2021-07-18,300.45,"31,559.0",0.186197,"1,898.01",119.87,29.587,0.011687,0.82,0.23259,1.0007,0.05597,0.15818,0.58167
489,2021-07-17,302.88,"31,427.0",0.171401,"1,877.00",120.594,29.686,0.011828,0.96,0.23512,1.0006,0.0556,0.13951,0.58928
490,2021-07-16,315.95,"31,875.0",0.18457,"1,917.21",125.653,31.389,0.011761,0.95832,0.24092,1.0002,0.05784,0.12161,0.59773
491,2021-07-15,309.22,"32,822.6",0.19727,"1,994.73",131.059,32.832,0.012346,0.95832,0.23991,1.0002,0.05988,0.11478,0.61985
492,2021-07-14,309.0,"32,727.0",0.199349,"1,940.48",131.42,33.467,0.012153,0.932729,0.23228,1.0002,0.05937,0.11624,0.61918
493,2021-07-13,315.91,"33,090.0",0.207023,"2,035.09",133.391,33.749,0.012157,0.9,0.23858,0.9998,0.06003,0.11987,0.62899
494,2021-07-12,321.7,"34,239.0",0.214899,"2,139.44",134.16,34.232,0.012704,0.953709,0.24584,1.0,0.06186,0.12261,0.63617
495,2021-07-11,316.48,"33,506.0",0.213362,"2,110.90",133.99,34.071,0.012736,0.953704,0.24484,0.9999,0.06142,0.12111,0.6247
496,2021-07-10,317.2,"33,769.0",0.219219,"2,146.15",134.543,34.689,0.012145,0.928602,0.24556,0.999,0.06215,0.12377,0.6371
497,2021-07-09,302.27,"32,873.9",0.207422,"2,120.05",130.53,33.897,0.012369,1.0,0.24371,0.9996,0.05942,0.11932,0.62307
498,2021-07-08,326.02,"33,886.0",0.222249,"2,316.21",137.403,36.995,0.013292,1.0,0.25665,1.0004,0.06427,0.13236,0.6521
499,2021-07-07,318.93,"34,256.0",0.233139,"2,322.74",138.91,36.886,0.01334,0.93,0.2602,1.0002,0.06493,0.13329,0.66481
500,2021-07-06,302.07,"33,668.0",0.230679,"2,196.25",137.7,35.925,0.01355,0.93,0.25358,1.0003,0.06453,0.13017,0.65292
501,2021-07-05,306.72,"35,289.0",0.241018,"2,322.60",144.919,37.513,0.013741,0.950642,0.26811,1.0,0.06734,0.13755,0.69595
502,2021-07-04,306.55,"35,494.0",0.246818,"2,224.70",140.008,38.017,0.013985,0.950642,0.26487,1.0003,0.0674,0.13675,0.67644
503,2021-07-03,287.2,"33,816.0",0.24459,"2,154.53",136.841,35.458,0.013404,0.913184,0.26305,1.0003,0.06665,0.13143,0.65631
504,2021-07-02,287.69,"33,554.4",0.243118,"2,108.58",137.164,34.1,0.012125,0.89,0.26898,1.0002,0.0647,0.12814,0.65989
505,2021-07-01,303.39,"35,043.5",0.253113,"2,274.50",144.15,36.65,0.011877,0.953879,0.28327,1.0004,0.06822,0.13468,0.70533
506,2021-06-30,300.25,"35,895.9",0.261972,"2,158.32",143.66,35.149,0.012338,1.048746,0.28079,1.0002,0.06793,0.12843,0.70599
507,2021-06-29,290.71,"34,484.0",0.255102,"2,083.48",137.676,33.175,0.011911,1.006179,0.26354,1.0004,0.06532,0.11681,0.64393
508,2021-06-28,290.93,"34,717.0",0.264244,"1,981.24",132.563,31.995,0.01274,0.837108,0.25932,1.0006,0.06482,0.11297,0.64747
509,2021-06-27,279.5,"32,359.0",0.245715,"1,830.42",126.821,31.21,0.014031,0.837108,0.24885,1.0012,0.06277,0.10803,0.61669
510,2021-06-26,280.77,"31,584.7",0.237536,"1,810.53",125.174,31.211,0.014586,0.85599,0.24119,0.9998,0.06144,0.10516,0.61169
511,2021-06-25,308.58,"34,656.6",0.262855,"1,989.77",134.549,35.055,0.015876,0.963731,0.26832,1.0002,0.06638,0.11689,0.67239
512,2021-06-24,295.4,"33,703.0",0.234948,"1,968.76",128.966,33.501,0.015641,0.86,0.25561,1.0005,0.05799,0.11273,0.63827
513,2021-06-23,261.07,"32,553.0",0.19035,"1,877.28",119.661,30.143,0.015193,0.76,0.23508,1.0012,0.05102,0.09633,0.54681
514,2021-06-22,273.0,"31,761.0",0.179103,"1,890.95",124.524,32.038,0.017011,0.82,0.23668,1.0017,0.05349,0.10661,0.60653
515,2021-06-21,340.05,"35,631.0",0.279146,"2,244.25",154.862,44.672,0.019025,0.992496,0.29726,1.0015,0.06771,0.14231,0.77421
516,2021-06-20,334.21,"35,585.8",0.281178,"2,166.30",152.599,44.447,0.019038,0.977218,0.2893,1.0013,0.0684,0.14702,0.75965
517,2021-06-19,336.57,"35,802.0",0.291253,"2,229.53",156.013,45.43,0.01838,0.977108,0.29687,1.0006,0.06961,0.15208,0.79691
518,2021-06-18,352.55,"38,061.0",0.302532,"2,372.10",167.148,48.641,0.02346,1.10674,0.31741,1.0,0.07383,0.16275,0.84118
519,2021-06-17,347.37,"38,332.0",0.304353,"2,367.78",166.56,48.659,0.024876,1.119897,0.31762,0.9998,0.06896,0.16507,0.8318
520,2021-06-16,366.43,"40,139.0",0.31817,"2,544.35",175.11,50.162,0.027198,1.176482,0.33364,0.9999,0.0717,0.17613,0.86663
521,2021-06-15,370.2,"40,509.0",0.326036,"2,581.42",179.862,50.778,0.028278,1.207374,0.34307,1.0002,0.07204,0.17346,0.89031
522,2021-06-14,367.43,"39,004.0",0.321525,"2,508.49",170.893,49.295,0.028875,1.244732,0.34484,0.9999,0.07156,0.16535,0.88326
523,2021-06-13,343.99,"35,531.0",0.309628,"2,368.68",161.704,46.355,0.032178,1.164733,0.32775,1.0003,0.06817,0.15725,0.83164
524,2021-06-12,345.57,"37,338.0",0.316841,"2,351.45",162.849,47.554,0.033813,1.232765,0.31817,1.0,0.06918,0.16409,0.84748
525,2021-06-11,352.42,"36,649.2",0.325036,"2,470.04",168.024,50.803,0.041276,1.219878,0.33865,1.0003,0.07256,0.1703,0.86852
526,2021-06-10,375.57,"37,347.0",0.342524,"2,607.45",172.466,51.427,0.040998,1.373684,0.36523,1.0,0.07539,0.17467,0.91975
527,2021-06-09,351.32,"33,415.0",0.326036,"2,507.86",160.652,48.808,0.042152,1.226444,0.34957,1.0008,0.07242,0.1645,0.87383
528,2021-06-08,355.82,"33,596.0",0.330335,"2,592.12",161.954,51.122,0.04562,1.3,0.34653,1.0003,0.07163,0.17057,0.86345
529,2021-06-07,394.13,"35,782.0",0.369419,"2,713.52",176.32,56.72,0.046905,1.336256,0.38034,1.0,0.07748,0.18738,0.94516
530,2021-06-06,390.05,"35,543.0",0.371029,"2,628.43",172.991,55.612,0.046349,1.398968,0.37485,1.0005,0.07552,0.18045,0.92274
531,2021-06-05,391.74,"36,844.0",0.375948,"2,688.75",178.615,56.373,0.045853,1.391011,0.38468,1.0005,0.07728,0.18727,0.96885
532,2021-06-04,428.57,"39,209.0",0.399356,"2,856.63",192.95,61.334,0.049028,1.47,0.42508,1.0001,0.08233,0.20696,1.04426
533,2021-06-03,401.2,"37,590.0",0.423221,"2,705.05",187.207,57.758,0.045234,1.483917,0.41885,1.0001,0.0779,0.19494,1.02441
534,2021-06-02,364.57,"36,672.6",0.369067,"2,633.74",182.935,53.919,0.043542,1.408074,0.41837,0.9998,0.07624,0.18876,1.01061
535,2021-06-01,353.59,"37,305.0",0.323958,"2,707.94",188.058,55.911,0.04273,1.464,0.40285,1.0002,0.07678,0.19402,1.04122
536,2021-05-31,323.46,"35,615.0",0.300772,"2,386.93",170.466,51.493,0.041266,1.404,0.37442,0.9992,0.0716,0.18114,0.90591
537,2021-05-30,305.3,"34,570.0",0.302124,"2,276.97",163.888,50.152,0.040557,1.39,0.36706,1.0,0.06863,0.17541,0.83044
538,2021-05-29,328.97,"35,667.0",0.310742,"2,411.68",177.328,54.422,0.041881,1.485,0.39891,1.0003,0.07192,0.18029,0.89913
539,2021-05-28,369.9,"38,484.7",0.332085,"2,742.39",193.632,62.657,0.0478,1.6,0.41973,1.0007,0.07927,0.20373,0.97062
540,2021-05-27,378.11,"39,301.0",0.350464,"2,885.02",198.901,62.505,0.044956,1.65,0.44348,1.0014,0.08301,0.21427,1.03167
541,2021-05-26,343.85,"38,363.0",0.345548,"2,705.69",183.812,56.597,0.042273,1.615789,0.42876,1.0011,0.0773,0.18849,0.97436
542,2021-05-25,344.2,"38,772.9",0.364394,"2,647.27",184.12,54.08,0.040372,1.652784,0.43907,1.001,0.07685,0.19225,0.99151
543,2021-05-24,261.09,"34,730.3",0.305975,"2,101.30",142.554,43.124,0.035131,1.6945,0.36426,1.0017,0.06308,0.16225,0.79146
544,2021-05-23,299.33,"37,585.0",0.341509,"2,292.68",169.429,51.435,0.041796,1.875767,0.3888,1.0021,0.07516,0.19284,0.90502
545,2021-05-22,324.57,"37,415.0",0.358377,"2,433.09",179.92,57.912,0.0425,1.74,0.41899,1.0023,0.07787,0.20268,1.00572
546,2021-05-21,391.13,"40,550.1",0.397731,"2,766.88",211.77,71.575,0.049582,1.942063,0.49482,1.0019,0.08926,0.22269,1.17959
547,2021-05-20,340.0,"36,755.0",0.330407,"2,436.59",186.39,55.847,0.049593,1.843584,0.44683,1.0017,0.07944,0.19384,1.06159
548,2021-05-19,509.67,"42,935.0",0.474719,"3,376.22",294.224,87.408,0.066441,2.781317,0.64596,1.0007,0.11631,0.28831,1.59055
549,2021-05-18,512.52,"43,544.0",0.486444,"3,280.50",281.428,85.717,0.065559,3.461655,0.64313,1.0,0.11308,0.27492,1.4959
550,2021-05-17,562.6,"46,569.0",0.513062,"3,582.19",296.31,92.809,0.07421,3.63,0.71164,1.0019,0.11964,0.29913,1.44832
551,2021-05-16,565.01,"46,784.9",0.507796,"3,643.67",299.781,92.89,0.077861,2.036272,0.68089,1.001,0.12098,0.29713,1.48591
552,2021-05-15,601.83,"49,917.0",0.559594,"4,074.57",326.359,100.8,0.080541,1.433653,0.6677,1.001,0.12445,0.3191,1.4023
553,2021-05-14,569.46,"49,747.0",0.486983,"3,719.46",317.71,96.525,0.085441,0.89,0.65369,1.0006,0.12128,0.30914,1.36156
554,2021-05-13,590.27,"49,725.0",0.389257,"3,807.50",312.56,93.748,0.073138,0.788118,0.59333,1.0007,0.11924,0.29247,1.26899
555,2021-05-12,670.01,"56,715.0",0.493226,"4,173.61",377.38,115.558,0.066472,0.90427,0.73148,1.0009,0.13899,0.35974,1.4781
556,2021-05-11,630.5,"55,851.0",0.449956,"3,948.66",359.183,104.81,0.066254,0.924341,0.65808,1.0007,0.12725,0.33393,1.39107
557,2021-05-10,661.47,"58,276.0",0.568689,"3,923.48",387.812,119.573,0.068039,0.995823,0.62808,1.0008,0.14299,0.37715,1.53451
558,2021-05-09,645.86,"58,894.0",0.63533,"3,905.69",347.129,116.544,0.073082,1.042179,0.61548,1.0009,0.14302,0.38123,1.56235
559,2021-05-08,624.14,"57,349.0",0.686914,"3,479.81",345.199,117.709,0.074169,1.073222,0.63023,1.0007,0.14715,0.39786,1.58091
560,2021-05-07,633.92,"56,451.0",0.579819,"3,490.83",353.38,122.912,0.074722,1.096283,0.65128,1.0004,0.15214,0.38758,1.60296
561,2021-05-06,651.43,"57,487.0",0.653501,"3,522.74",356.136,114.973,0.071943,1.151269,0.60466,1.0009,0.1468,0.36762,1.61386
562,2021-05-05,627.45,"52,960.0",0.559521,"3,284.31",311.607,102.141,0.06777,1.021571,0.5069,1.0006,0.12438,0.30672,1.39752
563,2021-05-04,677.41,"57,147.0",0.438349,"3,429.48",294.54,107.114,0.078451,1.163268,0.5514,1.0004,0.13175,0.34709,1.55463
564,2021-05-03,621.65,"56,605.0",0.372467,"2,950.07",268.841,106.836,0.082218,1.165775,0.55601,1.0003,0.12754,0.34023,1.56112
565,2021-05-02,619.41,"57,774.0",0.390686,"2,945.04",276.76,102.273,0.083941,1.20791,0.53998,1.0003,0.13104,0.35129,1.65073
566,2021-05-01,622.83,"57,634.7",0.336657,"2,772.27",271.15,96.986,0.083817,1.248803,0.5298,1.0002,0.13242,0.35248,1.59851
567,2021-04-30,600.06,"53,566.0",0.303226,"2,757.02",255.413,89.447,0.07752,1.167858,0.49149,1.0003,0.121,0.33508,1.39814
568,2021-04-29,563.24,"54,860.0",0.323591,"2,746.51",258.501,91.874,0.063374,1.171383,0.49752,1.0007,0.12274,0.33334,1.3579
569,2021-04-28,569.03,"55,044.0",0.270696,"2,665.83",259.732,94.154,0.063906,0.981909,0.50976,1.0002,0.12595,0.34743,1.4018
570,2021-04-27,532.48,"54,103.0",0.270118,"2,531.07",247.504,89.384,0.060117,0.976674,0.48579,1.0014,0.117,0.31369,1.36672
